Year,Month,Fleet,Sex,Nsamps,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
2003,7,1,1,50,0,0,0,68.7773913,0,68.7773913,0,393.7893494,8635.958156,72577.34217,136185.5695,154069.1134,122815.9945,89592.89463,64075.66546,68989.58198,96304.08671,112715.5555,109978.2779,102603.1653,85027.26368,77292.80805,64107.49256,51074.34317,41650.54194,44266.09032,36828.80283,38498.24143,25502.90772,38540.01941,30062.47127,32962.22248,14425.49411,17988.47034,14353.14946,11357.02588,11857.5359,5243.615587,11326.5,4955,6318.5,3298,1482,3714.5,3111.5,5306.5,2747,1339,287,502.5,865,470,1214,3254,536,1387,443,760,884,447,0,0,0,0,0,224,221,0,0,0,0,0,0,161,0,0
2004,7,1,1,50,9605.564236,144097.943,595592.0409,1472333.517,2267829.244,2361858.409,2653382.63,3243154.966,3279195.611,3207646.439,3087132.29,3389082.878,2458585.665,1336741.217,323958.1789,295993.7248,380819.2557,411398.431,428013.9093,382319.6374,408078.519,255972.4821,298659.4921,402548.4505,468383.6765,489115.9181,576122.2099,352266.4701,303707.0697,203801.2193,154737.249,150692.3965,103986.7294,113855.8289,47920.02714,47133.82752,51174.67975,35210.34161,61720,40145.5,17086,35410.5,11849,28025.5,31578.5,16762,23856,3219,0,12527.5,3348,8931.5,6731,1000,597,0,429,7813,0,891,171,0,891,0,0,0,2141,0,0,0,0,0,0,0,0,0
2005,7,1,1,50,0,0,17939.00529,88483.40672,168840.7388,268552.4425,453151.995,608928.6493,562713.6036,463286.3177,365680.857,355503.8716,236796.1627,207623.1721,81606.36326,82675.89321,77167.29396,65791.57586,68731.17817,58543.96593,41256.56901,52816.92702,60830.34981,88913.30799,99149.17369,85190.47758,71246.302,56636.35127,73984.45402,73263.794,48496.96724,32872.9887,31544.3203,22184.58111,13474.19002,19020.00427,3546.43308,17372.28397,5564,7694,8687,6178,8608,10740,3324,2370,4115,1869,3912,1556,1245,67,1012,998,0,82,17,74,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,1,1,50,0,85561.01399,261411.8755,679729.8024,1560541.944,1813930.005,2132245.347,3904621.914,3792670.42,3481152.664,2926875.28,2382035.395,1694132.847,1110047.574,736158.6863,639034.7998,595594.296,539268.0353,458245.7574,434900.2984,317549.1556,398472.0034,427086.3366,411339.2845,410520.3382,216063.5634,338001.0249,184740.1607,306599.8359,302439.8252,278945.5362,319019.9638,274783.4208,266205.981,146969.3833,132579.1712,83058.10366,130702.7332,100261,87539,69396,41062,70491,57026,86479,51714,58865.5,37166,43195.5,12104.5,5861.5,8046.5,16046,2130,5554,3377,2814.5,0,0,0,162,0,4907,0,162,0,0,0,0,361,0,0,0,0,0,0
2007,7,1,1,50,0,2541.9193,46681.74938,164115.5252,411931.4549,906232.8855,1507835.579,1810323.2,1700238.004,1785856.677,1650163.668,1498241.392,1013057.619,769015.9137,331074.2025,307946.3815,336616.3405,290148.9062,304030.3021,298545.8978,347255.9791,308574.8924,176691.0197,227722.5614,267753.6862,236934.7225,194794.1366,292126.8607,280584.6274,228831.9435,203538.7434,237217.4256,282115.7885,226488.6993,203610.1419,155638.5152,175312.4618,123247.9132,119767,67364,71051.5,45288.5,44707.5,41536,13681,82000.5,25821.5,15321,18603.5,25080,18169,16890.5,12674,7192,6011,4810,2464,9068,2312,4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,1923
2008,7,1,1,50,0,35122.23497,60214.86464,358301.5083,799816.8083,1609362.902,2342558.336,2000139.492,2393619.731,2015285.385,1968944.937,1706977.671,1338480.949,973200.7333,568426.7864,539174.0793,463155.1085,511573.1624,473103.1293,575278.6248,521599.455,494652.2161,453070.3726,472357.1417,491476.6781,469619.8912,366624.2683,380261.5477,331979.9113,258573.7167,241391.6964,179956.0168,163518.0596,150479.2717,79571.65316,58983.71456,58664.72311,70870.83347,68073,38848.5,20551.5,31651.5,21594,16751,12152,20133.5,13629.5,8868,12746.5,13963,17554,6132,6386.5,11021,8339,4554,3119,2557.5,1259,0,0,656,935,0,0,400.5,1528,0,0,0,0,0,0,0,0,0
2009,7,1,1,50,0,0,2421.946708,170061.1496,508627.9422,460012.1519,814814.5458,1188228.205,1795011.569,2365570.191,1973229.045,1761760.027,1376717.3,1135747.953,791951.2034,1002496.61,903708.8304,975301.9377,942268.9942,810132.7426,838588.6756,722095.6396,527419.3536,494111.34,478650.6949,435853.3401,320239.3385,276005.8408,339705.5102,270024.654,199194.1557,251158.1339,114789.0283,89965.06922,181714.1049,76321.1429,97031.65207,65318.65503,78655,35062,13319,34941,22946,35937,4543,15043,15792,25445,12017,10256,13900,11127,3288,11974,14699,20554,397,7137,6119,12612,5347,4859,26851,0,575,20554,578,575,0,0,0,0,0,0,0,0
2010,7,1,1,50,0,22433.58196,235868.7022,418322.4518,761304.4426,913570.6058,945693.7845,798874.4804,878459.2304,726900.7504,629447.5824,526237.7986,394884.6165,417143.1522,271919.2916,338177.7146,481000.3397,468869.8866,524459.0975,659710.5727,535341.5558,637766.5748,463794.7669,381843.0724,353123.6827,399972.7348,427237.8695,298805.321,225849.7585,241953.9749,217983.7078,265202.7949,149904.2098,99088.03687,168338.4272,94107.5475,140113.2395,58129.9217,69085,71187,48644,34703,30386,15235,16302,16795,15898,5876,6450,4963,13603,1509,5155,477,15606,3515,11695,5196,1949,524,3506,3983,0,0,0,0,0,0,0,0,0,0,0,1053,0,0
2011,7,1,1,50,0,0,0,0,698.1163779,2063.063177,42465.64358,77234.94194,202980.4396,299109.2549,376547.4263,327853.8089,381667.4635,378302.5426,362999.9624,447271.5176,586866.1735,686593.3624,793599.7444,695893.9624,653052.9493,516215.4193,552419.3666,449677.766,412757.0866,331116.0442,434791.7038,332574.4324,371112.9308,341612.5076,339490.5006,287027.3537,185049.2964,203495.754,159744.901,120343.9652,125110.8176,132016.0782,91459,86916,50887,53910,43589,39593,30507,14693,23219,12404,9037,6361,5583,4550,3234,998,2782,2547,563,985,3381,2183,0,1693,0,0,0,4131,0,0,0,0,0,0,0,0,0,0
2012,7,1,1,50,0,0,890.2276626,3748.367826,11395.8449,36991.37693,94378.61168,117764.4761,145738.2579,203868.5988,356444.7773,333762.4591,271322.1546,449108.3498,475468.2035,587967.5421,643926.7387,539280.4664,509344.7205,585282.8172,492706.6088,430246.9724,382973.1482,333909.2548,297011.9978,255872.4193,287998.3477,224251.492,258168.7921,196831.3517,213649.9478,164966.5816,165926.8255,132242.3287,71664.36568,89843.47859,80212.31446,57787.18258,54195,41378,48736,26721,24857,31427,15540,19225,3430,7538,14311,770,5055,3742,2744,555,1445,10530,587,1525,1719,1594,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0
2013,7,1,1,50,1099.662576,0,0,0,139.8818372,4688.497881,14100.39946,45543.30256,109470.595,148016.4444,215554.5498,250067.0965,298609.7138,368924.5125,318767.3,341064.5485,551414.2198,491174.3537,598725.2651,731555.2794,558019.793,836709.3761,686071.0638,572558.2076,396964.9421,303211.5822,322333.8863,302182.5626,221946.5143,309417.1825,241151.2328,196001.5384,145597.869,168308.2463,145204.2912,86243.95243,81316.44765,53557.13738,37273,27752,32362,15800,21251,22700,17426,9658,33373,5373,2733,5344,5196,2585,2645,2364,756,611,76,205,0,336,1033,1574,0,0,0,46,0,7,0,0,0,0,0,0,0,0
2014,7,1,1,50,0,0,1475.352612,7007.537064,7807.526721,6746.648388,68003.51637,175111.8924,283621.1552,243946.9429,259516.7481,229262.1942,160979.6898,161409.4192,146177.4481,204010.7403,266457.4481,280852.4385,314184.4221,358183.3529,409292.9107,455593.6199,478428.2397,396600.4104,427191.6733,340167.4619,331944.2578,287391.12,247156.6787,257998.7687,253325.1012,230229.5926,187429.559,186430.1819,143026.4994,128775.6526,92890.90983,68304.68416,64065,48427,40114,33328,19686,13247,22114,8124,11119,4203,8298,10237,2572,1573,6496,754,307,526,111,2306,382,129,281,0,0,0,362,992,0,0,139,0,0,0,0,0,0,0
2015,7,1,1,50,0,0,0,0,980.2071068,32299.77631,68952.69608,82672.49284,115317.4489,154645.4472,131769.4663,147677.2115,172163.7728,165125.4669,128839.5469,195682.5379,237773.9416,239754.4581,289094.6104,341706.5591,314149.107,272466.5214,316686.0537,271125.1198,225838.9977,234743.1642,234840.3866,205088.7235,204126.8347,168132.4152,155122.9834,147768.3803,109260.3147,101640.9154,81274.5773,69768.30775,49403.4054,42954.68337,43156,44319,22830,20687,16907,11822,20090,6411,7142,6206,3048,1367,1304,6079,911,203,3356,4229,335,383,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
